time,FLOW
2016-08-03,0.0372
2016-08-04,0.0402
2016-08-05,0.0424
2016-08-06,0.044
2016-08-07,0.04
2016-08-08,0.0403
2016-08-09,0.0396
2016-08-10,0.0446
2016-08-11,0.0404
2016-08-12,0.0376
2016-08-13,0.0354
2016-08-14,0.0327
2016-08-15,0.0316
2016-08-16,0.0326
2016-08-17,0.0316
2016-08-18,0.0278
2016-08-19,0.0257
2016-08-20,0.0246
2016-08-21,0.025
2016-08-22,0.0224
2016-08-23,0.0203
2016-08-24,0.0192
2016-08-25,0.0194
2016-08-26,0.0188
2016-08-27,0.0179
2016-08-28,0.0166
2016-08-29,0.0149
2016-08-30,0.0141
2016-08-31,0.0143
2016-09-01,0.0185
2016-09-02,0.0156
2016-09-03,0.0141
2016-09-04,0.0132
2016-09-05,0.0122
2016-09-06,0.0116
2016-09-07,0.0105
2016-09-08,0.01
2016-09-09,0.0093
2016-09-10,0.0086
2016-09-11,0.0078
2016-09-12,0.0061
2016-09-13,0.0055
2016-09-14,0.0057
2016-09-15,0.0045
2016-09-16,0.0039
2016-09-17,0.0038
2016-09-18,0.0038
2016-09-19,0.0427
2016-09-20,0.0321
2016-09-21,0.0279
2016-09-22,0.0233
2016-09-23,0.0209
2016-09-24,0.0195
2016-09-25,0.0175
2016-09-26,0.0194
2016-09-27,0.0306
2016-09-28,0.037
2016-09-29,0.0997
2016-09-30,0.1379
2016-10-01,0.0862
2016-10-02,0.0836
2016-10-03,0.0776
2016-10-04,0.0771
2016-10-05,0.0758
2016-10-06,0.0753
2016-10-07,0.0988
2016-10-08,0.1416
2016-10-09,0.0977
2016-10-10,0.0853
2016-10-11,0.0816
2016-10-12,0.0799
2016-10-13,0.0802
2016-10-14,0.0778
2016-10-15,0.0748
2016-10-16,0.0739
2016-10-17,0.0751
2016-10-18,0.0768
2016-10-19,0.0783
2016-10-20,0.0746
2016-10-21,0.075
2016-10-22,0.0749
2016-10-23,0.0746
2016-10-24,0.0761
2016-10-25,0.0729
2016-10-26,0.0717
2016-10-27,0.0728
2016-10-28,0.0731
2016-10-29,0.073
2016-10-30,0.0728
2016-10-31,0.0719
2016-11-01,0.0721
2016-11-02,0.0723
2016-11-03,0.0717
2016-11-04,0.0739
2016-11-05,0.0719
2016-11-06,0.0727
2016-11-07,0.0731
2016-11-08,0.0764
2016-11-09,0.0733
2016-11-10,0.075
2016-11-11,0.0716
2016-11-12,0.0682
2016-11-13,0.0667
2016-11-14,0.0658
2016-11-15,0.0543
2016-11-16,0.0477
2016-11-17,0.0433
2016-11-18,0.0418
2016-11-19,0.037
2016-11-20,0.0407
2016-11-21,0.033
2016-11-22,0.0298
2016-11-23,0.0289
2016-11-24,0.028
2016-11-25,0.0278
2016-11-26,0.0259
2016-11-27,0.025
2016-11-28,0.0243
2016-11-29,0.0393
2016-11-30,0.0419
2016-12-01,0.0446
2016-12-02,0.0414
2016-12-03,0.0412
2016-12-04,0.0394
2016-12-05,0.0377
2016-12-06,0.0488
2016-12-07,0.06
2016-12-08,0.0489
2016-12-09,0.0378
2016-12-10,0.0284
2016-12-11,0.0242
2016-12-12,0.0195
2016-12-13,0.0226
2016-12-14,0.0168
2016-12-15,0.0106
2016-12-16,0.0106
2016-12-17,0.005
2016-12-18,0.004
2016-12-19,0.0031
2016-12-20,0.003
2016-12-21,0.0028
2016-12-22,0.0026
2016-12-23,0.0024
2016-12-24,0.0022
2016-12-25,0.002
2016-12-26,0.0018
2016-12-27,0.0016
2016-12-28,0.0014
2016-12-29,0.0013
2016-12-30,0.0011
2016-12-31,9.00E-04
2017-01-01,0.0011
2017-01-02,0.0014
2017-01-03,0.0017
2017-01-04,0.002
2017-01-05,0.0016
2017-01-06,0.0013
2017-01-07,9.00E-04
2017-01-08,0.0051
2017-01-09,0.0068
2017-01-10,5.00E-04
2017-01-11,0.0018
2017-01-12,0.0015
2017-01-13,0.0022
2017-01-14,0.0029
2017-01-15,0.0027
2017-01-16,0.0026
2017-01-17,0.0025
2017-01-18,0.0023
2017-01-19,0.0022
2017-01-20,0.0021
2017-01-21,0.0019
2017-01-22,0.0094
2017-01-23,0.0169
2017-01-24,0.0244
2017-01-25,0.0233
2017-01-26,0.0189
2017-01-27,0.0196
2017-01-28,0.0175
2017-01-29,0.0177
2017-01-30,0.0144
2017-01-31,0.0122
2017-02-01,0.0121
2017-02-02,0.0095
2017-02-03,0.0123
2017-02-04,0.0067
2017-02-05,0.0044
2017-02-06,0.0034
2017-02-07,0.003
2017-02-08,0.0027
2017-02-09,0.003
2017-02-10,0.0015
2017-02-11,8.00E-04
2017-02-12,0.001
2017-02-13,8.00E-04
2017-02-14,9.00E-04
2017-02-15,9.00E-04
2017-02-16,0.001
2017-02-17,0.0011
2017-02-18,0.0012
2017-02-19,0.0012
2017-02-20,0.0013
2017-02-21,0.0014
2017-02-22,0.0015
2017-02-23,0.0015
2017-02-24,0.0016
2017-02-25,0.0017
2017-02-26,0.0018
2017-02-27,0.0018
2017-02-28,0.0019
2017-03-01,0.002
2017-03-02,0.0021
2017-03-03,0.0021
2017-03-04,0.0022
2017-03-05,0.0023
2017-03-06,0.0024
2017-03-07,0.0024
2017-03-08,0.0025
2017-03-09,0.0026
2017-03-10,0.0027
2017-03-11,0.0027
2017-03-12,0.0028
2017-03-13,0.0029
2017-03-14,0.003
2017-03-15,0.003
2017-03-16,0.0031
2017-03-17,0.0032
2017-03-18,0.0033
2017-03-19,0.0033
2017-03-20,0.0034
2017-03-21,0.0035
2017-03-22,0.0036
2017-03-23,0.0036
2017-03-24,0.0037
2017-03-25,0.0038
2017-03-26,0.0039
2017-03-27,0.0039
2017-03-28,0.004
2017-03-29,0.0041
2017-03-30,0.0042
2017-03-31,0.0043
2017-04-01,0.0043
2017-04-02,0.0043
2017-04-03,0.0042
2017-04-04,0.0042
2017-04-05,0.0035
2017-04-06,0.0029
2017-04-07,0.0023
2017-04-08,0.0024
2017-04-09,0.0026
2017-04-10,0.0027
2017-04-11,0.0029
2017-04-12,0.003
2017-04-13,0.0032
2017-04-14,0.0033
2017-04-15,0.0035
2017-04-16,0.0036
2017-04-17,0.0038
2017-04-18,0.0039
2017-04-19,0.0041
2017-04-20,0.0042
2017-04-21,0.0044
2017-04-22,0.0045
2017-04-23,0.0047
2017-04-24,0.0391
2017-04-25,0.0604
2017-04-26,0.0445
2017-04-27,0.044
2017-04-28,0.0447
2017-04-29,0.0418
2017-04-30,0.0379
2017-05-01,0.0351
2017-05-02,0.0357
2017-05-03,0.0269
2017-05-04,0.0199
2017-05-05,0.1489
2017-05-06,0.0983
2017-05-07,0.0879
2017-05-08,0.0829
2017-05-09,0.0784
2017-05-10,0.0776
2017-05-11,0.0755
2017-05-12,0.0753
2017-05-13,0.0795
2017-05-14,0.0739
2017-05-15,0.0696
2017-05-16,0.0565
2017-05-17,0.0491
2017-05-18,0.0406
2017-05-19,0.0361
2017-05-20,0.0323
2017-05-21,0.026
2017-05-22,0.0287
2017-05-23,0.031
2017-05-24,0.0653
2017-05-25,0.1192
2017-05-26,0.0942
2017-05-27,0.0846
2017-05-28,0.0798
2017-05-29,0.08
2017-05-30,0.0749
2017-05-31,0.0689
2017-06-01,0.0613
2017-06-02,0.0516
2017-06-03,0.042
2017-06-04,0.0347
2017-06-05,0.042
2017-06-06,0.0412
2017-06-07,0.0333
2017-06-08,0.0268
2017-06-09,0.0263
2017-06-10,0.0238
2017-06-11,0.0209
2017-06-12,0.0185
2017-06-13,0.0211
2017-06-14,0.0206
2017-06-15,0.0191
2017-06-16,0.0191
2017-06-17,0.0313
2017-06-18,0.0422
2017-06-19,0.0417
2017-06-20,0.043
2017-06-21,0.0357
2017-06-22,0.0219
2017-06-23,0.014
2017-06-24,0.0144
2017-06-25,0.0058
2017-06-26,0.0057
2017-06-27,0.0056
2017-06-28,0.0055
2017-06-29,0.0054
2017-06-30,0.0053
2017-07-01,0.0052
2017-07-02,0.0051
2017-07-03,0.005
2017-07-04,0.0049
2017-07-05,0.0048
2017-07-06,0.0047
2017-07-07,0.0046
2017-07-08,0.0045
2017-07-09,0.0044
2017-07-10,0.0043
2017-07-11,0.0042
2017-07-12,0.0041
2017-07-13,0.004
2017-07-14,0.0039
2017-07-15,0.0038
2017-07-16,0.0037
2017-07-17,0.0036
2017-07-18,0.0035
2017-07-19,0.0034
2017-07-20,0.0033
2017-07-21,0.0032
2017-07-22,0.0031
2017-07-23,0.003
2017-07-24,0.0029
2017-07-25,0.0029
2017-07-26,0.0029
2017-07-27,0.0029
2017-07-28,0.0029
2017-07-29,0.0029
2017-07-30,0.0029
2017-07-31,0.0029
2017-08-01,0.0029
2017-08-02,0.0029
2017-08-03,0.0029
2017-08-04,0.0029
2017-08-05,0.003
2017-08-06,0.003
2017-08-07,0.003
2017-08-08,0.003
2017-08-09,0.003
2017-08-10,0.003
2017-08-11,0.003
2017-08-12,0.003
2017-08-13,0.003
2017-08-14,0.003
2017-08-15,0.003
2017-08-16,0.003
2017-08-17,0.003
2017-08-18,0.003
2017-08-19,0.003
2017-08-20,0.003
2017-08-21,0.003
2017-08-22,0.003
2017-08-23,0.003
2017-08-24,0.003
2017-08-25,0.003
2017-08-26,0.003
2017-08-27,0.003
2017-08-28,0.0031
2017-08-29,0.0031
2017-08-30,0.0031
2017-08-31,0.0031
2017-09-01,0.0031
2017-09-02,0.0031
2017-09-03,0.0031
2017-09-04,0.0031
2017-09-05,0.0031
2017-09-06,0.0031
2017-09-07,0.0031
2017-09-08,0.0031
2017-09-09,0.0031
2017-09-10,0.0031
2017-09-11,0.0031
2017-09-12,0.0031
2017-09-13,0.0031
2017-09-14,0.0031
2017-09-15,0.0031
2017-09-16,0.0031
2017-09-17,0.0031
2017-09-18,0.0031
2017-09-19,0.0032
2017-09-20,0.0032
2017-09-21,0.0032
2017-09-22,0.0032
2017-09-23,0.0032
2017-09-24,0.0032
2017-09-25,0.0032
2017-09-26,0.0032
2017-09-27,0.0032
2017-09-28,0.0032
2017-09-29,0.0032
2017-09-30,0.0032
2017-10-01,0.0032
2017-10-02,0.0032
2017-10-03,0.0032
2017-10-04,0.0032
2017-10-05,0.0032
2017-10-06,0.0032
2017-10-07,0.0032
2017-10-08,0.0032
2017-10-09,0.0032
2017-10-10,0.0032
2017-10-11,0.0032
2017-10-12,0.0033
2017-10-13,0.0033
2017-10-14,0.0033
2017-10-15,0.0033
2017-10-16,0.0033
2017-10-17,0.0033
2017-10-18,0.0033
2017-10-19,0.0033
2017-10-20,0.0033
2017-10-21,0.0033
2017-10-22,0.0033
2017-10-23,0.0033
2017-10-24,0.0033
2017-10-25,0.0033
2017-10-26,0.0033
2017-10-27,0.0033
2017-10-28,0.0033
2017-10-29,0.0033
2017-10-30,0.0033
2017-10-31,0.0033
2017-11-01,0.0033
2017-11-02,0.0033
2017-11-03,0.0034
2017-11-04,0.0034
2017-11-05,0.0034
2017-11-06,0.0034
2017-11-07,0.0034
2017-11-08,0.0034
2017-11-09,0.0034
2017-11-10,0.0034
2017-11-11,0.0034
2017-11-12,0.0034
2017-11-13,0.0034
2017-11-14,0.0034
2017-11-15,0.0033
2017-11-16,0.0033
2017-11-17,0.0029
2017-11-18,0.0029
2017-11-19,0.0037
2017-11-20,0.0029
2017-11-21,0.0031
2017-11-22,0.0042
2017-11-23,0.0042
2017-11-24,0.0036
2017-11-25,0.0033
2017-11-26,0.0034
2017-11-27,0.0032
2017-11-28,0.0031
2017-11-29,0.0029
2017-11-30,0.0024
2017-12-01,0.0027
2017-12-02,0.0017
2017-12-03,0.0018
2017-12-04,0.0015
2017-12-05,0.0013
2017-12-06,0.0014
2017-12-07,9.00E-04
2017-12-08,0.0012
2017-12-09,0.0013
2017-12-10,7.00E-04
2017-12-11,6.00E-04
2017-12-12,0.0012
2017-12-13,0.002
2017-12-14,0.001
2017-12-15,0.001
2017-12-16,7.00E-04
2017-12-17,8.00E-04
2017-12-18,0.0015
2017-12-19,0.0019
2017-12-20,0.0011
2017-12-21,0.0011
2017-12-22,0.0011
2017-12-23,0.0018
2017-12-24,0.0011
2017-12-25,0.001
2017-12-26,8.00E-04
2017-12-27,0.001
2017-12-28,0.0012
2017-12-29,0.001
2017-12-30,8.00E-04
2017-12-31,0.0033
2018-01-01,0.0095
2018-01-02,0.0113
2018-01-03,0.0132
2018-01-04,0.015
2018-01-05,0.0168
2018-01-06,0.0089
2018-01-07,0.0098
2018-01-08,0.0032
2018-01-09,0.0014
2018-01-10,3.00E-04
2018-01-11,6.00E-04
2018-01-12,0.0047
2018-01-13,0.0053
2018-01-14,0.0023
2018-01-15,0.0043
2018-01-16,0.0038
2018-01-17,0.0034
2018-01-18,0.003
2018-01-19,0.0029
2018-01-20,0.0028
2018-01-21,0.0026
2018-01-22,0.0025
2018-01-23,0.0023
2018-01-24,0.0022
2018-01-25,0.0021
2018-01-26,0.0019
2018-01-27,0.0018
2018-01-28,0.0016
2018-01-29,0.0015
2018-01-30,0.0016
2018-01-31,0.0017
2018-02-01,0.0017
2018-02-02,0.0018
2018-02-03,0.0019
2018-02-04,0.002
2018-02-05,0.002
2018-02-06,6.00E-04
2018-02-07,0.0088
2018-02-08,0.0045
2018-02-09,0.0012
2018-02-10,0.0039
2018-02-11,0.0244
2018-02-12,0.0079
2018-02-13,0.0047
2018-02-14,0.0014
2018-02-15,8.00E-04
2018-02-16,5.00E-04
2018-02-17,5.00E-04
2018-02-18,6.00E-04
2018-02-19,6.00E-04
2018-02-20,7.00E-04
2018-02-21,7.00E-04
2018-02-22,8.00E-04
2018-02-23,0.0011
2018-02-24,0.0019
2018-02-25,0.0027
2018-02-26,0.0031
2018-02-27,0.0029
2018-02-28,0.0029
2018-03-01,0.0056
2018-03-02,0.0071
2018-03-03,0.0057
2018-03-04,0.0047
2018-03-05,0.0041
2018-03-06,0.0043
2018-03-07,0.0044
2018-03-08,0.0043
2018-03-09,0.0041
2018-03-10,0.0036
2018-03-11,0.0035
2018-03-12,0.0056
2018-03-13,0.0074
2018-03-14,0.0089
2018-03-15,0.009
2018-03-16,0.0093
2018-03-17,0.0089
2018-03-18,0.0156
2018-03-19,0.0112
2018-03-20,0.0258
2018-03-21,0.0273
2018-03-22,0.0257
2018-03-23,0.0242
2018-03-24,0.0246
2018-03-25,0.0263
2018-03-26,0.0246
2018-03-27,0.0258
2018-03-28,0.0261
2018-03-29,0.0251
2018-03-30,0.0264
2018-03-31,0.0234
2018-04-01,0.0223
2018-04-02,0.0214
2018-04-03,0.0209
2018-04-04,0.0207
2018-04-05,0.0195
2018-04-06,0.0184
2018-04-07,0.0181
2018-04-08,0.0172
2018-04-09,0.0161
2018-04-10,0.0153
2018-04-11,0.014
2018-04-12,0.0132
2018-04-13,0.0125
2018-04-14,0.0118
2018-04-15,0.0205
2018-04-16,0.0441
2018-04-17,0.0357
2018-04-18,0.0301
2018-04-19,0.0295
2018-04-20,0.0249
2018-04-21,0.0221
2018-04-22,0.0208
2018-04-23,0.0202
2018-04-24,0.046
2018-04-25,0.0852
2018-04-26,0.0838
2018-04-27,0.0807
2018-04-28,0.0769
2018-04-29,0.0714
2018-04-30,0.0641
2018-05-01,0.0567
2018-05-02,0.0502
2018-05-03,0.0459
2018-05-04,0.0417
2018-05-05,0.0357
2018-05-06,0.0327
2018-05-07,0.0301
2018-05-08,0.0313
2018-05-09,0.0279
2018-05-10,0.0258
2018-05-11,0.0248
2018-05-12,0.0238
2018-05-13,0.0218
2018-05-14,0.0203
2018-05-15,0.0207
2018-05-16,0.0394
2018-05-17,0.0994
2018-05-18,0.1381
2018-05-19,0.1299
2018-05-20,0.0999
2018-05-21,0.0914
2018-05-22,0.0928
2018-05-23,0.0926
2018-05-24,0.0879
2018-05-25,0.0861
2018-05-26,0.0866
2018-05-27,0.0921
2018-05-28,0.0959
2018-05-29,0.0908
2018-05-30,0.0894
2018-05-31,0.0897
2018-06-01,0.0914
2018-06-02,0.0886
2018-06-03,0.0866
2018-06-04,0.0843
2018-06-05,0.0835
2018-06-06,0.0831
2018-06-07,0.0822
2018-06-08,0.0826
2018-06-09,0.0823
2018-06-10,0.0622
2018-06-11,0.0114
2018-06-12,0.0078
2018-06-13,0.0068
2018-06-14,0.0076
2018-06-15,0.0123
2018-06-16,0.0155
2018-06-17,0.0156
2018-06-18,0.0713
2018-06-19,0.0815
2018-06-20,0.0782
2018-06-21,0.0739
2018-06-22,0.0748
2018-06-23,0.0594
2018-06-24,0.0465
2018-06-25,0.0414
2018-06-26,0.0408
2018-06-27,0.0349
2018-06-28,0.0282
2018-06-29,0.0228
2018-06-30,0.0191
2018-07-01,0.0154
2018-07-02,0.0117
2018-07-03,0.0089
2018-07-04,0.0061
2018-07-05,0.0033
2018-07-06,0.0019
2018-07-07,0.0015
2018-07-08,5.00E-04
2018-07-09,4.00E-04
2018-07-10,4.00E-04
2018-07-11,5.00E-04
2018-07-12,3.00E-04
2018-07-13,3.00E-04
2018-07-14,3.00E-04
2018-07-15,4.00E-04
2018-07-16,4.00E-04
2018-07-17,5.00E-04
2018-07-18,5.00E-04
2018-07-19,5.00E-04
2018-07-20,6.00E-04
2018-07-21,6.00E-04
2018-07-22,7.00E-04
2018-07-23,0.0024
2018-07-24,0.0041
2018-07-25,0.0063
2018-07-26,0.0022
2018-07-27,0.0012
2018-07-28,7.00E-04
2018-07-29,7.00E-04
2018-07-30,7.00E-04
2018-07-31,6.00E-04
2018-08-01,0.0015
2018-08-02,0.0091
2018-08-03,0.0061
2018-08-04,0.0031
2018-08-05,0.0012
2018-08-06,6.00E-04
2018-08-07,6.00E-04
2018-08-08,5.00E-04
2018-08-09,5.00E-04
2018-08-10,4.00E-04
2018-08-11,4.00E-04
2018-08-12,4.00E-04
2018-08-13,4.00E-04
2018-08-14,5.00E-04
2018-08-15,5.00E-04
2018-08-16,5.00E-04
2018-08-17,5.00E-04
2018-08-18,6.00E-04
2018-08-19,6.00E-04
2018-08-20,2.00E-04
2018-08-21,0.0034
2018-08-22,0.0012
2018-08-23,0.0019
2018-08-24,0.0025
2018-08-25,0.0032
2018-08-26,0.0039
2018-08-27,0.0045
2018-08-28,0.0052
2018-08-29,0.0059
2018-08-30,0.0065
2018-08-31,0.0072
2018-09-01,0.0079
2018-09-02,0.0085
2018-09-03,0.0092
2018-09-04,0.0099
2018-09-05,0.0105
2018-09-06,0.0112
2018-09-07,0.0119
2018-09-08,0.0125
2018-09-09,0.0132
2018-09-10,0.0051
2018-09-11,9.00E-04
2018-09-12,0.0018
2018-09-13,6.00E-04
2018-09-14,3.00E-04
2018-09-15,0.0156
2018-09-16,0.031
2018-09-17,0.0463
2018-09-18,0.008
2018-09-19,0.0023
2018-09-20,8.00E-04
2018-09-21,5.00E-04
2018-09-22,0.0101
2018-09-23,0.0582
2018-09-24,0.0124
2018-09-25,0.0058
2018-09-26,0.004
2018-09-27,0.0084
2018-09-28,0.0154
2018-09-29,0.0116
2018-09-30,0.0081
2018-10-01,0.0071
2018-10-02,0.006
2018-10-03,0.0052
2018-10-04,0.0041
2018-10-05,0.0026
2018-10-06,0.0019
2018-10-07,0.0018
2018-10-08,0.0012
2018-10-09,0.0013
2018-10-10,0.0038
2018-10-11,0.1086
2018-10-12,0.0988
2018-10-13,0.0754
2018-10-14,0.0714
2018-10-15,0.0763
2018-10-16,0.0793
2018-10-17,0.0712
2018-10-18,0.0594
2018-10-19,0.047
2018-10-20,0.0401
2018-10-21,0.0335
2018-10-22,0.0268
2018-10-23,0.0246
2018-10-24,0.0215
2018-10-25,0.0193
2018-10-26,0.0244
2018-10-27,0.0285
2018-10-28,0.0232
2018-10-29,0.0207
2018-10-30,0.0186
2018-10-31,0.0167
2018-11-01,0.0146
2018-11-02,0.0178
2018-11-03,0.0177
2018-11-04,0.0146
2018-11-05,0.0142
2018-11-06,0.0153
2018-11-07,0.0146
2018-11-08,0.0119
2018-11-09,0.0119
2018-11-10,0.0113
2018-11-11,0.0093
2018-11-12,0.0147
2018-11-13,0.033
2018-11-14,0.0268
2018-11-15,0.0621
2018-11-16,0.0812
2018-11-17,0.0719
2018-11-18,0.0667
2018-11-19,0.0657
2018-11-20,0.0599
2018-11-21,0.0514
2018-11-22,0.0452
2018-11-23,0.0389
2018-11-24,0.0535
2018-11-25,0.0571
2018-11-26,0.052
2018-11-27,0.0494
2018-11-28,0.0451
2018-11-29,0.0409
2018-11-30,0.0387
2018-12-01,0.0378
2018-12-02,0.0346
2018-12-03,0.0344
2018-12-04,0.0309
2018-12-05,0.0291
2018-12-06,0.0265
2018-12-07,0.0248
2018-12-08,0.023
2018-12-09,0.0279
2018-12-10,0.0296
2018-12-11,0.028
2018-12-12,0.0257
2018-12-13,0.0252
2018-12-14,0.0341
2018-12-15,0.0734
2018-12-16,0.0887
2018-12-17,0.088
2018-12-18,0.0883
2018-12-19,0.0839
2018-12-20,0.0949
2018-12-21,0.115
2018-12-22,0.1013
2018-12-23,0.0934
2018-12-24,0.0899
2018-12-25,0.0874
2018-12-26,0.0853
2018-12-27,0.0836
2018-12-28,0.102
2018-12-29,0.0975
2018-12-30,0.0907
2018-12-31,0.0848
2019-01-01,0.0832
2019-01-02,0.0814
2019-01-03,0.0821
2019-01-04,0.0817
2019-01-05,0.0817
2019-01-06,0.0794
2019-01-07,0.0787
2019-01-08,0.0787
2019-01-09,0.0798
2019-01-10,0.0861
2019-01-11,0.0821
2019-01-12,0.0784
2019-01-13,0.0786
2019-01-14,0.0722
2019-01-15,0.0734
2019-01-16,0.0704
2019-01-17,0.0658
2019-01-18,0.0629
2019-01-19,0.0617
2019-01-20,0.0824
2019-01-21,0.0801
2019-01-22,0.0691
2019-01-23,0.0631
2019-01-24,0.0759
2019-01-25,0.0799
2019-01-26,0.0767
2019-01-27,0.0699
2019-01-28,0.0633
2019-01-29,0.0603
2019-01-30,0.0587
2019-01-31,0.0555
2019-02-01,0.0521
2019-02-02,0.0509
2019-02-03,0.0497
2019-02-04,0.0482
2019-02-05,0.0462
2019-02-06,0.044
2019-02-07,0.0445
2019-02-08,0.0424
2019-02-09,0.0386
2019-02-10,0.0358
2019-02-11,0.0378
2019-02-12,0.0475
2019-02-13,0.0503
2019-02-14,0.0458
2019-02-15,0.0434
2019-02-16,0.0476
2019-02-17,0.0512
2019-02-18,0.064
2019-02-19,0.0603
2019-02-20,0.0767
2019-02-21,0.1007
2019-02-22,0.1134
2019-02-23,0.1329
2019-02-24,0.1218
2019-02-25,0.1027
2019-02-26,0.0975
2019-02-27,0.0923
2019-02-28,0.0867
2019-03-01,0.0862
2019-03-02,0.0875
2019-03-03,0.0866
2019-03-04,0.0915
2019-03-05,0.088
2019-03-06,0.0867
2019-03-07,0.0828
2019-03-08,0.0817
2019-03-09,0.0825
2019-03-10,0.0805
2019-03-11,0.085
2019-03-12,0.0832
2019-03-13,0.0823
2019-03-14,0.0824
2019-03-15,0.0838
2019-03-16,0.0842
2019-03-17,0.0836
2019-03-18,0.0842
2019-03-19,0.0835
2019-03-20,0.0829
2019-03-21,0.0836
2019-03-22,0.0828
2019-03-23,0.0772
2019-03-24,0.0777
2019-03-25,0.0756
2019-03-26,0.0736
2019-03-27,0.0701
2019-03-28,0.0697
2019-03-29,0.0708
2019-03-30,0.0713
2019-03-31,0.0727
2019-04-01,0.0766
2019-04-02,0.0764
2019-04-03,0.0719
2019-04-04,0.0638
2019-04-05,0.0606
2019-04-06,0.0597
2019-04-07,0.0548
2019-04-08,0.0632
2019-04-09,0.0703
2019-04-10,0.062
2019-04-11,0.056
2019-04-12,0.0572
2019-04-13,0.0671
2019-04-14,0.1164
2019-04-15,0.1424
2019-04-16,0.0983
2019-04-17,0.0932
2019-04-18,0.0909
2019-04-19,0.0963
2019-04-20,0.0984
2019-04-21,0.0912
2019-04-22,0.0908
2019-04-23,0.0921
2019-04-24,0.091
2019-04-25,0.0893
2019-04-26,0.0907
2019-04-27,0.0889
2019-04-28,0.0902
2019-04-29,0.0878
2019-04-30,0.0889
2019-05-01,0.089
2019-05-02,0.0883
2019-05-03,0.0874
2019-05-04,0.0859
2019-05-05,0.0838
2019-05-06,0.0798
2019-05-07,0.0758
2019-05-08,0.0703
2019-05-09,0.0644
2019-05-10,0.0578
2019-05-11,0.0556
2019-05-12,0.0609
2019-05-13,0.0604
2019-05-14,0.054
2019-05-15,0.0474
2019-05-16,0.0423
2019-05-17,0.0382
2019-05-18,0.0346
2019-05-19,0.0315
2019-05-20,0.0288
2019-05-21,0.0257
2019-05-22,0.0233
2019-05-23,0.0229
2019-05-24,0.0218
2019-05-25,0.0218
2019-05-26,0.0234
2019-05-27,0.0229
2019-05-28,0.0224
2019-05-29,0.0213
2019-05-30,0.0207
2019-05-31,0.0205
2019-06-01,0.0204
2019-06-02,0.0182
2019-06-03,0.0257
2019-06-04,0.0331
2019-06-05,0.0406
2019-06-06,0.048
2019-06-07,0.0555
2019-06-08,0.0629
2019-06-09,0.0625
2019-06-10,0.0692
2019-06-11,0.0781
2019-06-12,0.066
2019-06-13,0.0605
2019-06-14,0.0496
2019-06-15,0.0433
2019-06-16,0.0411
2019-06-17,0.0395
2019-06-18,0.0379
2019-06-19,0.0363
2019-06-20,0.035
2019-06-21,0.0305
2019-06-22,0.0275
2019-06-23,0.0253
2019-06-24,0.0278
2019-06-25,0.0303
2019-06-26,0.026
2019-06-27,0.0265
2019-06-28,0.0271
2019-06-29,0.0182
2019-06-30,0.0097
2019-07-01,0.0082
2019-07-02,0.0145
2019-07-03,0.0132
2019-07-04,0.0125
2019-07-05,0.0116
2019-07-06,0.0098
2019-07-07,0.0083
2019-07-08,0.0081
2019-07-09,0.0079
2019-07-10,0.0066
2019-07-11,0.0074
2019-07-12,0.0068
2019-07-13,0.0063
2019-07-14,0.0058
2019-07-15,0.0065
2019-07-16,0.0062
2019-07-17,0.0065
2019-07-18,0.0069
2019-07-19,0.0061
2019-07-20,0.0059
2019-07-21,0.0078
2019-07-22,0.0083
2019-07-23,0.0146
2019-07-24,0.0103
2019-07-25,0.0086
2019-07-26,0.0083
2019-07-27,0.0081
2019-07-28,0.008
2019-07-29,0.0075
2019-07-30,0.0088
2019-07-31,0.0145
2019-08-01,0.0117
2019-08-02,0.0107
2019-08-03,0.0078
2019-08-04,0.007
2019-08-05,0.0065
2019-08-06,0.0432
2019-08-07,0.0271
2019-08-08,0.0234
2019-08-09,0.0204
2019-08-10,0.0171
2019-08-11,0.0146
2019-08-12,0.011
2019-08-13,0.0084
2019-08-14,0.0068
2019-08-15,0.009
2019-08-16,0.0096
2019-08-17,0.0083
2019-08-18,0.0068
2019-08-19,0.0061
2019-08-20,0.0058
2019-08-21,0.0055
2019-08-22,0.0055
2019-08-23,0.0103
2019-08-24,0.0103
2019-08-25,0.0072
2019-08-26,0.0065
2019-08-27,0.0071
2019-08-28,0.0064
2019-08-29,0.0068
2019-08-30,0.0064
2019-08-31,0.0063
2019-09-01,0.0067
2019-09-02,0.0061
2019-09-03,0.0055
2019-09-04,0.0055
2019-09-05,0.0055
2019-09-06,0.0056
2019-09-07,0.0055
2019-09-08,0.0056
2019-09-09,0.0054
2019-09-10,0.0056
2019-09-11,0.0058
2019-09-12,0.0066
2019-09-13,0.006
2019-09-14,0.0065
2019-09-15,0.0061
2019-09-16,0.0057
2019-09-17,0.0055
2019-09-18,0.0054
2019-09-19,0.0055
2019-09-20,0.0054
2019-09-21,0.0053
2019-09-22,0.0053
2019-09-23,0.005
2019-09-24,0.005
2019-09-25,0.0052
2019-09-26,0.005
2019-09-27,0.0052
2019-09-28,0.0054
2019-09-29,0.0053
2019-09-30,0.0051
2019-10-01,0.0052
2019-10-02,0.0049
2019-10-03,0.0048
2019-10-04,0.0046
2019-10-05,0.0049
2019-10-06,0.0064
2019-10-07,0.0055
2019-10-08,0.0068
2019-10-09,0.006
2019-10-10,0.0056
