"time","FLOW","TEMP","SALT","TRC_tr1","TRC_age","NCS_ss1","NCS_ss2","OXY_oxy","CAR_dic","CAR_pH","CAR_ch4","CAR_ch4_bub","SIL_rsi","NIT_amm","NIT_nit","PHS_frp","PHS_frp_ads","OGM_doc","OGM_poc","OGM_don","OGM_pon","OGM_dop","OGM_pop","OGM_docr","OGM_donr","OGM_dopr","OGM_cpom","PHY_cyano","PHY_cyano_IN","PHY_cyano_IP","PHY_green","PHY_green_IN","PHY_green_IP","PHY_diatom","PHY_diatom_IN","PHY_diatom_IP","BIV_filtfrac"
2015-09-07,0.0144,20.8824,0,1,0,1,1,262.5817,74.6314,6.7,0.0207,0,120.9013,0.2402,1.672,0.1509,0.0302,11.9345,17.305,1.0573,2.1146,0.022,0.5137,161.1157,9.5158,0.1981,17.305,0,0,0,0,0,0,0,0,0,0
2015-09-08,0.0138,21.3457,0,1,0,1,1,260.2059,74.6442,6.7,0.02,0,120.9013,0.2376,1.6636,0.1519,0.0304,12.0138,17.42,1.0385,2.077,0.02,0.4678,162.1863,9.3466,0.1804,17.42,0,0,0,0,0,0,0,0,0,0
2015-09-09,0.0129,21.6798,0,1,0,1,1,258.5165,74.6571,6.7,0.0193,0,120.9013,0.2349,1.6551,0.1529,0.0306,12.0931,17.535,1.0197,2.0394,0.0181,0.4218,163.2568,9.1773,0.1627,17.535,0,0,0,0,0,0,0,0,0,0
2015-09-10,0.0123,21.5729,0,1,0,1,1,259.0549,74.6699,6.7,0.0186,0,120.9013,0.2323,1.6467,0.1539,0.0308,12.1724,17.65,1.0009,2.0018,0.0161,0.3759,164.3273,9.0081,0.145,17.65,0,0,0,0,0,0,0,0,0,0
2015-09-11,0.0117,20.486,0,1,0,1,1,264.6448,74.6828,6.7,0.0179,0,120.9013,0.2296,1.6382,0.1549,0.031,12.2517,17.765,0.9821,1.9642,0.0141,0.33,165.3979,8.8389,0.1273,17.765,0,0,0,0,0,0,0,0,0,0
2015-09-12,0.0107,19.7499,0,1,0,1,1,268.5539,74.6956,6.7,0.0172,0,120.9013,0.227,1.6298,0.1559,0.0312,12.331,17.8799,0.9633,1.9266,0.0122,0.2841,166.4684,8.6696,0.1096,17.8799,0,0,0,0,0,0,0,0,0,0
2015-09-13,0.0092,16.5895,0,1,0,1,1,286.5725,74.7084,6.7,0.0165,0,120.9013,0.2244,1.6214,0.1569,0.0314,12.4103,17.9949,0.9445,1.889,0.0102,0.2382,167.539,8.5004,0.0919,17.9949,0,0,0,0,0,0,0,0,0,0
2015-09-14,0.0073,15.3682,0,1,0,1,1,294.1244,74.7213,6.7,0.0159,0,120.9013,0.2217,1.6129,0.1579,0.0316,12.4896,18.1099,0.9257,1.8514,0.0082,0.1923,168.6095,8.3312,0.0742,18.1099,0,0,0,0,0,0,0,0,0,0
2015-09-15,0.0062,16.319,0,1,0,1,1,288.2153,74.7341,6.7,0.0191,0,120.9013,0.2613,1.5253,0.1579,0.0316,12.4936,18.1157,1.1677,2.3354,0.0166,0.3883,168.663,10.5092,0.1498,18.1157,0,0,0,0,0,0,0,0,0,0
2015-09-16,0.0056,16.9079,0,1,0,1,1,284.6601,74.747,6.7,0.0223,0,120.9013,0.3009,1.4378,0.1579,0.0316,12.4975,18.1214,1.4097,2.8194,0.025,0.5843,168.7165,12.6873,0.2254,18.1214,0,0,0,0,0,0,0,0,0,0
2015-09-17,0.0052,17.144,0,1,0,1,1,283.2573,74.7598,6.7,0.0256,0,120.9013,0.3405,1.3502,0.1579,0.0316,12.5015,18.1272,1.6517,3.3034,0.0334,0.7803,168.7701,14.8654,0.301,18.1272,0,0,0,0,0,0,0,0,0,0
2015-09-18,0.0048,17.4777,0,1,0,1,1,281.2946,74.7727,6.7,0.0288,0,120.9013,0.3801,1.2627,0.1579,0.0316,12.5055,18.1329,1.8937,3.7874,0.0418,0.9763,168.8236,17.0434,0.3766,18.1329,0,0,0,0,0,0,0,0,0,0
2015-09-19,0.0044,17.8454,0,1,0,1,1,279.1603,74.7855,6.7,0.032,0,120.9013,0.4197,1.1751,0.1579,0.0316,12.5094,18.1387,2.1357,4.2714,0.0502,1.1723,168.8771,19.2215,0.4522,18.1387,0,0,0,0,0,0,0,0,0,0
2015-09-20,0.0038,18.5862,0,1,0,1,1,274.947,74.7983,6.7,0.0353,0,120.9013,0.4593,1.0876,0.1579,0.0316,12.5134,18.1444,2.3777,4.7555,0.0586,1.3683,168.9307,21.3996,0.5278,18.1444,0,0,0,0,0,0,0,0,0,0
2015-09-21,0.017,16.8206,0,1,0,1,1,285.1821,74.8112,6.7,0.0385,0,120.9013,0.4989,1,0.1579,0.0316,12.5173,18.1502,2.6197,5.2395,0.067,1.5643,168.9842,23.5776,0.6034,18.1502,0,0,0,0,0,0,0,0,0,0
2015-09-22,0.0258,17.4509,0,1,0,1,1,281.4512,74.824,6.7,0.0352,0,120.9013,0.4435,0.8802,0.1414,0.0283,12.5213,18.1559,2.3685,4.737,0.0587,1.3702,169.0377,21.3167,0.5285,18.1559,0,0,0,0,0,0,0,0,0,0
2015-09-23,0.0215,17.8799,0,1,0,1,1,278.9617,74.8369,6.7,0.0318,0,120.9013,0.388,0.7604,0.1248,0.025,12.5253,18.1617,2.1173,4.2346,0.0504,1.1761,169.0912,19.0558,0.4536,18.1617,0,0,0,0,0,0,0,0,0,0
2015-09-24,0.0199,17.738,0,1,0,1,1,279.7807,74.8497,6.7,0.0285,0,120.9013,0.3326,0.6406,0.1083,0.0217,12.5292,18.1674,1.8661,3.7322,0.0421,0.982,169.1448,16.7949,0.3788,18.1674,0,0,0,0,0,0,0,0,0,0
2015-09-25,0.0189,17.5876,0,1,0,1,1,280.6537,74.8626,6.7,0.0252,0,120.9013,0.2772,0.5207,0.0918,0.0184,12.5332,18.1731,1.6149,3.2298,0.0338,0.7879,169.1983,14.534,0.3039,18.1731,0,0,0,0,0,0,0,0,0,0
2015-09-26,0.034,17.2116,0,1,0,1,1,282.8577,74.8754,6.7,0.0218,0,120.9013,0.2217,0.4009,0.0752,0.015,12.5372,18.1789,1.3637,2.7273,0.0254,0.5938,169.2518,12.2731,0.229,18.1789,0,0,0,0,0,0,0,0,0,0
2015-09-27,0.0656,17.4046,0,1,0,1,1,281.7226,74.8883,6.7,0.0185,0,120.9013,0.1663,0.2811,0.0587,0.0117,12.5411,18.1846,1.1125,2.2249,0.0171,0.3997,169.3053,10.0122,0.1542,18.1846,0,0,0,0,0,0,0,0,0,0
2015-09-28,0.0666,18.6293,0,1,0,1,1,274.7058,74.9011,6.7,0.0152,0,120.9013,0.1109,0.1613,0.0421,0.0084,12.5451,18.1904,0.8612,1.7225,0.0088,0.2056,169.3589,7.7512,0.0793,18.1904,0,0,0,0,0,0,0,0,0,0
2015-09-29,0.1264,18.7684,0,1,0,1,1,273.9282,74.9139,6.7,0.0154,0,120.9013,0.1109,0.159,0.0436,0.0087,12.5491,18.1961,0.8882,1.7765,0.0093,0.2171,169.4124,7.994,0.0837,18.1961,0,0,0,0,0,0,0,0,0,0
2015-09-30,0.0928,19.2761,0,1,0,1,1,271.1244,74.9268,6.7,0.0157,0,120.9013,0.1109,0.1567,0.0451,0.009,12.553,18.2019,0.9152,1.8304,0.0098,0.2287,169.4659,8.2368,0.0882,18.2019,0,0,0,0,0,0,0,0,0,0
2015-10-01,0.0796,18.4483,0,1,0,1,1,275.7227,74.9396,6.7,0.0159,0,120.9013,0.1109,0.1544,0.0466,0.0093,12.557,18.2076,0.9422,1.8844,0.0103,0.2402,169.5194,8.4796,0.0926,18.2076,0,0,0,0,0,0,0,0,0,0
2015-10-02,0.0868,16.8729,0,1,0,1,1,284.8692,74.9525,6.7,0.0161,0,120.9013,0.1109,0.1521,0.0481,0.0096,12.561,18.2134,0.9692,1.9383,0.0108,0.2517,169.573,8.7224,0.0971,18.2134,0,0,0,0,0,0,0,0,0,0
2015-10-03,0.1068,15.7251,0,1,0,1,1,291.8811,74.9653,6.7,0.0164,0,120.9013,0.1109,0.1498,0.0496,0.0099,12.5649,18.2191,0.9961,1.9923,0.0113,0.2633,169.6265,8.9652,0.1016,18.2191,0,0,0,0,0,0,0,0,0,0
2015-10-04,0.0939,16.032,0,1,0,1,1,289.9764,74.9782,6.7,0.0166,0,120.9013,0.1109,0.1475,0.0511,0.0102,12.5689,18.2249,1.0231,2.0462,0.0118,0.2748,169.68,9.208,0.106,18.2249,0,0,0,0,0,0,0,0,0,0
2015-10-05,0.0836,16.0722,0,1,0,1,1,289.7285,74.991,6.7,0.0168,0,120.9013,0.1109,0.1452,0.0526,0.0105,12.5729,18.2306,1.0501,2.1002,0.0123,0.2864,169.7336,9.4508,0.1105,18.2306,0,0,0,0,0,0,0,0,0,0
2015-10-06,0.0777,16.228,0,1,0,1,1,288.7713,75.0038,6.7,0.017,0,120.9013,0.1156,0.147,0.0535,0.0107,12.5768,18.2364,1.0376,2.0753,0.0119,0.2785,169.7871,9.3387,0.1074,18.2364,0,0,0,0,0,0,0,0,0,0
2015-10-07,0.0766,17.069,0,1,0,1,1,283.7017,75.0167,6.7,0.0173,0,120.9013,0.1204,0.1488,0.0545,0.0109,12.5808,18.2421,1.0252,2.0504,0.0116,0.2706,169.8406,9.2267,0.1044,18.2421,0,0,0,0,0,0,0,0,0,0
2015-10-08,0.0758,17.639,0,1,0,1,1,280.3551,75.0295,6.7,0.0175,0,120.9013,0.1251,0.1507,0.0554,0.0111,12.5848,18.2479,1.0127,2.0255,0.0113,0.2627,169.8941,9.1146,0.1013,18.2479,0,0,0,0,0,0,0,0,0,0
2015-10-09,0.0759,18.0735,0,1,0,1,1,277.8507,75.0424,6.7,0.0177,0,120.9013,0.1299,0.1525,0.0563,0.0113,12.5887,18.2536,1.0003,2.0006,0.0109,0.2548,169.9477,9.0025,0.0983,18.2536,0,0,0,0,0,0,0,0,0,0
2015-10-10,0.0755,17.1588,0,1,0,1,1,283.1698,75.0552,6.7,0.018,0,120.9013,0.1346,0.1544,0.0572,0.0114,12.5927,18.2594,0.9878,1.9756,0.0106,0.2469,170.0012,8.8904,0.0952,18.2594,0,0,0,0,0,0,0,0,0,0
2015-10-11,0.0759,16.6202,0,1,0,1,1,286.387,75.0681,6.7,0.0182,0,120.9013,0.1394,0.1562,0.0581,0.0116,12.5966,18.2651,0.9754,1.9507,0.0102,0.239,170.0547,8.7783,0.0922,18.2651,0,0,0,0,0,0,0,0,0,0
2015-10-12,0.0758,16.8934,0,1,0,1,1,284.7466,75.0809,6.7,0.0184,0,120.9013,0.1441,0.1581,0.059,0.0118,12.6006,18.2709,0.9629,1.9258,0.0099,0.2311,170.1082,8.6662,0.0891,18.2709,0,0,0,0,0,0,0,0,0,0
2015-10-13,0.0756,17.1578,0,1,0,1,1,283.1753,75.0938,6.7,0.0187,0,120.9013,0.1489,0.1599,0.0599,0.012,12.6046,18.2766,0.9505,1.9009,0.0096,0.2232,170.1618,8.5541,0.0861,18.2766,0,0,0,0,0,0,0,0,0,0
2015-10-14,0.075,16.6288,0,1,0,1,1,286.3354,75.1066,6.7,0.0189,0,120.9013,0.1536,0.1618,0.0608,0.0122,12.6085,18.2824,0.938,1.876,0.0092,0.2153,170.2153,8.442,0.083,18.2824,0,0,0,0,0,0,0,0,0,0
2015-10-15,0.0788,15.9965,0,1,0,1,1,290.1958,75.1194,6.7,0.0191,0,120.9013,0.1584,0.1636,0.0617,0.0123,12.6125,18.2881,0.9255,1.8511,0.0089,0.2074,170.2688,8.3299,0.08,18.2881,0,0,0,0,0,0,0,0,0,0
2015-10-16,0.0796,15.7973,0,1,0,1,1,291.431,75.1323,6.7,0.0194,0,120.9013,0.1631,0.1654,0.0626,0.0125,12.6165,18.2939,0.9131,1.8262,0.0085,0.1995,170.3224,8.2179,0.0769,18.2939,0,0,0,0,0,0,0,0,0,0
2015-10-17,0.0799,14.5723,0,1,0,1,1,299.2401,75.1451,6.7,0.0196,0,120.9013,0.1679,0.1673,0.0635,0.0127,12.6204,18.2996,0.9006,1.8013,0.0082,0.1916,170.3759,8.1058,0.0739,18.2996,0,0,0,0,0,0,0,0,0,0
2015-10-18,0.0805,13.5067,0,1,0,1,1,306.3425,75.158,6.7,0.0198,0,120.9013,0.1726,0.1691,0.0644,0.0129,12.6244,18.3054,0.8882,1.7764,0.0079,0.1837,170.4294,7.9937,0.0709,18.3054,0,0,0,0,0,0,0,0,0,0
2015-10-19,0.0777,13.2733,0,1,0,1,1,307.9379,75.1708,6.7,0.0201,0,120.9013,0.1774,0.171,0.0653,0.0131,12.6284,18.3111,0.8757,1.7515,0.0075,0.1758,170.4829,7.8816,0.0678,18.3111,0,0,0,0,0,0,0,0,0,0
2015-10-20,0.075,13.8145,0,1,0,1,1,304.2603,75.1837,6.7,0.0195,0,120.9013,0.1821,0.1728,0.0662,0.0132,12.6323,18.3169,0.8667,1.7334,0.0075,0.174,170.5365,7.8001,0.0671,18.3169,0,0,0,0,0,0,0,0,0,0
2015-10-21,0.0681,14.2932,0,1,0,1,1,301.0715,75.1965,6.7,0.0189,0,120.9013,0.1869,0.1747,0.0671,0.0134,12.6363,18.3226,0.8576,1.7153,0.0074,0.1722,170.59,7.7186,0.0664,18.3226,0,0,0,0,0,0,0,0,0,0
2015-10-22,0.0612,14.6509,0,1,0,1,1,298.7276,75.2093,6.7,0.0184,0,120.9013,0.1916,0.1765,0.068,0.0136,12.6403,18.3284,0.8486,1.6971,0.0073,0.1704,170.6435,7.6372,0.0657,18.3284,0,0,0,0,0,0,0,0,0,0
2015-10-23,0.0529,15.3638,0,1,0,1,1,294.1527,75.2222,6.7,0.0178,0,120.9013,0.1964,0.1783,0.0689,0.0138,12.6442,18.3341,0.8395,1.679,0.0072,0.1685,170.697,7.5557,0.065,18.3341,0,0,0,0,0,0,0,0,0,0
2015-10-24,0.0436,14.7369,0,1,0,1,1,298.1693,75.235,6.7,0.0172,0,120.9013,0.2011,0.1802,0.0698,0.014,12.6482,18.3399,0.8305,1.6609,0.0071,0.1667,170.7506,7.4742,0.0643,18.3399,0,0,0,0,0,0,0,0,0,0
2015-10-25,0.0399,14.8684,0,1,0,1,1,297.3183,75.2479,6.7,0.0166,0,120.9013,0.2059,0.182,0.0707,0.0141,12.6522,18.3456,0.8214,1.6428,0.0071,0.1649,170.8041,7.3927,0.0636,18.3456,0,0,0,0,0,0,0,0,0,0
2015-10-26,0.0358,13.5647,0,1,0,1,1,305.9481,75.2607,6.7,0.0161,0,120.9013,0.2106,0.1839,0.0716,0.0143,12.6561,18.3514,0.8124,1.6247,0.007,0.1631,170.8576,7.3113,0.0629,18.3514,0,0,0,0,0,0,0,0,0,0
2015-10-27,0.0415,12.562,0,1,0,1,1,312.894,75.2736,6.7,0.0155,0,120.9013,0.2154,0.1857,0.0725,0.0145,12.6601,18.3571,0.8033,1.6066,0.0069,0.1613,170.9111,7.2298,0.0622,18.3571,0,0,0,0,0,0,0,0,0,0
2015-10-28,0.1028,13.8003,0,1,0,1,1,304.3556,75.2864,6.7,0.0149,0,120.9013,0.2201,0.1876,0.0734,0.0147,12.664,18.3629,0.7943,1.5885,0.0068,0.1595,170.9647,7.1483,0.0615,18.3629,0,0,0,0,0,0,0,0,0,0
2015-10-29,0.087,13.9667,0,1,0,1,1,303.2402,75.2993,6.7,0.0143,0,120.9013,0.2249,0.1894,0.0743,0.0149,12.668,18.3686,0.7852,1.5704,0.0068,0.1576,171.0182,7.0668,0.0608,18.3686,0,0,0,0,0,0,0,0,0,0
2015-10-30,0.0768,12.8684,0,1,0,1,1,310.7416,75.3121,6.7,0.0138,0,120.9013,0.2296,0.1912,0.0752,0.015,12.672,18.3744,0.7762,1.5523,0.0067,0.1558,171.0717,6.9854,0.0601,18.3744,0,0,0,0,0,0,0,0,0,0
2015-10-31,0.0788,12.4428,0,1,0,1,1,313.738,75.3249,6.7,0.0132,0,120.9013,0.2344,0.1931,0.0761,0.0152,12.6759,18.3801,0.7671,1.5342,0.0066,0.154,171.1253,6.9039,0.0594,18.3801,0,0,0,0,0,0,0,0,0,0
2015-11-01,0.0796,13.4289,0,1,0,1,1,306.8729,75.3378,6.7,0.0126,0,120.9013,0.2392,0.1949,0.077,0.0154,12.6799,18.3859,0.758,1.5161,0.0065,0.1522,171.1788,6.8224,0.0587,18.3859,0,0,0,0,0,0,0,0,0,0
2015-11-02,0.0756,13.6452,0,1,0,1,1,305.4022,75.3506,6.7,0.012,0,120.9013,0.2439,0.1968,0.0779,0.0156,12.6839,18.3916,0.749,1.498,0.0064,0.1504,171.2323,6.7409,0.058,18.3916,0,0,0,0,0,0,0,0,0,0
2015-11-03,0.0747,13.9481,0,1,0,1,1,303.3641,75.3635,6.7,0.0115,0,120.9013,0.2487,0.1986,0.0788,0.0158,12.6878,18.3974,0.7399,1.4799,0.0064,0.1486,171.2858,6.6594,0.0573,18.3974,0,0,0,0,0,0,0,0,0,0
2015-11-04,0.0689,14.4739,0,1,0,1,1,299.8839,75.3763,6.7,0.0109,0,120.9013,0.2534,0.2005,0.0797,0.0159,12.6918,18.4031,0.7309,1.4618,0.0063,0.1468,171.3394,6.578,0.0566,18.4031,0,0,0,0,0,0,0,0,0,0
2015-11-05,0.0674,15.2325,0,1,0,1,1,294.9857,75.3892,6.7,0.0103,0,120.9013,0.2582,0.2023,0.0806,0.0161,12.6958,18.4089,0.7218,1.4437,0.0062,0.1449,171.3929,6.4965,0.0559,18.4089,0,0,0,0,0,0,0,0,0,0
2015-11-06,0.0628,15.9377,0,1,0,1,1,290.5594,75.402,6.7,0.0097,0,120.9013,0.2629,0.2041,0.0815,0.0163,12.6997,18.4146,0.7128,1.4256,0.0061,0.1431,171.4464,6.415,0.0552,18.4146,0,0,0,0,0,0,0,0,0,0
2015-11-07,0.0585,15.3814,0,1,0,1,1,294.0409,75.4148,6.7,0.0092,0,120.9013,0.2677,0.206,0.0824,0.0165,12.7037,18.4204,0.7037,1.4075,0.0061,0.1413,171.4999,6.3335,0.0545,18.4204,0,0,0,0,0,0,0,0,0,0
2015-11-08,0.0529,12.7611,0,1,0,1,1,311.4925,75.4277,6.7,0.0086,0,120.9013,0.2724,0.2078,0.0833,0.0167,12.7077,18.4261,0.6947,1.3893,0.006,0.1395,171.5535,6.2521,0.0538,18.4261,0,0,0,0,0,0,0,0,0,0
2015-11-09,0.0603,11.8531,0,1,0,1,1,317.9753,75.4405,6.7,0.008,0,120.9013,0.2772,0.2097,0.0842,0.0168,12.7116,18.4319,0.6856,1.3712,0.0059,0.1377,171.607,6.1706,0.0531,18.4319,0,0,0,0,0,0,0,0,0,0
2015-11-10,0.0825,12.9792,0,1,0,1,1,309.9703,75.4534,6.7,0.0081,0,120.9013,0.2732,0.2062,0.0842,0.0168,12.7156,18.4376,0.695,1.3899,0.006,0.1409,171.6605,6.2546,0.0543,18.4376,0,0,0,0,0,0,0,0,0,0
2015-11-11,0.0772,12.4079,0,1,0,1,1,313.9864,75.4662,6.7,0.0082,0,120.9013,0.2692,0.2028,0.0841,0.0168,12.7196,18.4434,0.7043,1.4086,0.0062,0.1441,171.714,6.3386,0.0556,18.4434,0,0,0,0,0,0,0,0,0,0
2015-11-12,0.0733,12.6026,0,1,0,1,1,312.6073,75.4791,6.7,0.0083,0,120.9013,0.2653,0.1993,0.084,0.0168,12.7235,18.4491,0.7136,1.4272,0.0063,0.1473,171.7676,6.4226,0.0568,18.4491,0,0,0,0,0,0,0,0,0,0
2015-11-13,0.0684,11.2304,0,1,0,1,1,322.561,75.4919,6.7,0.0084,0,120.9013,0.2613,0.1959,0.084,0.0168,12.7275,18.4549,0.723,1.4459,0.0064,0.1505,171.8211,6.5066,0.058,18.4549,0,0,0,0,0,0,0,0,0,0
2015-11-14,0.0626,10.1303,0,1,0,1,1,330.9536,75.5048,6.7,0.0085,0,120.9013,0.2574,0.1924,0.0839,0.0168,12.7315,18.4606,0.7323,1.4646,0.0066,0.1537,171.8746,6.5906,0.0593,18.4606,0,0,0,0,0,0,0,0,0,0
2015-11-15,0.0566,10.12,0,1,0,1,1,331.0342,75.5176,6.7,0.0086,0,120.9013,0.2534,0.1889,0.0838,0.0168,12.7354,18.4664,0.7416,1.4832,0.0067,0.1569,171.9282,6.6746,0.0605,18.4664,0,0,0,0,0,0,0,0,0,0
2015-11-16,0.0519,10.424,0,1,0,1,1,328.6761,75.5304,6.7,0.0087,0,120.9013,0.2494,0.1855,0.0838,0.0168,12.7394,18.4721,0.751,1.5019,0.0069,0.16,171.9817,6.7586,0.0617,18.4721,0,0,0,0,0,0,0,0,0,0
2015-11-17,0.0478,10.7879,0,1,0,1,1,325.8915,75.5433,6.7,0.0088,0,120.9013,0.2455,0.182,0.0837,0.0167,12.7433,18.4779,0.7603,1.5206,0.007,0.1632,172.0352,6.8426,0.063,18.4779,0,0,0,0,0,0,0,0,0,0
2015-11-18,0.0494,11.0933,0,1,0,1,1,323.5865,75.5561,6.7,0.0089,0,120.9013,0.2415,0.1786,0.0836,0.0167,12.7473,18.4836,0.7696,1.5393,0.0071,0.1664,172.0887,6.9266,0.0642,18.4836,0,0,0,0,0,0,0,0,0,0
2015-11-19,0.0962,12.1736,0,1,0,1,1,315.66,75.569,6.7,0.009,0,120.9013,0.2376,0.1751,0.0836,0.0167,12.7513,18.4894,0.779,1.5579,0.0073,0.1696,172.1423,7.0106,0.0654,18.4894,0,0,0,0,0,0,0,0,0,0
2015-11-20,0.0894,10.1998,0,1,0,1,1,330.412,75.5818,6.7,0.0091,0,120.9013,0.2336,0.1717,0.0835,0.0167,12.7552,18.4951,0.7883,1.5766,0.0074,0.1728,172.1958,7.0946,0.0667,18.4951,0,0,0,0,0,0,0,0,0,0
2015-11-21,0.0856,9.3934,0,1,0,1,1,336.7935,75.5947,6.7,0.0092,0,120.9013,0.2296,0.1682,0.0834,0.0167,12.7592,18.5009,0.7976,1.5953,0.0075,0.176,172.2493,7.1787,0.0679,18.5009,0,0,0,0,0,0,0,0,0,0
2015-11-22,0.0805,9.0635,0,1,0,1,1,339.4665,75.6075,6.7,0.0093,0,120.9013,0.2257,0.1647,0.0833,0.0167,12.7632,18.5066,0.807,1.6139,0.0077,0.1792,172.3028,7.2627,0.0691,18.5066,0,0,0,0,0,0,0,0,0,0
2015-11-23,0.0769,7.9865,0,1,0,1,1,348.4565,75.6203,6.7,0.0094,0,120.9013,0.2217,0.1613,0.0833,0.0167,12.7671,18.5124,0.8163,1.6326,0.0078,0.1824,172.3564,7.3467,0.0704,18.5124,0,0,0,0,0,0,0,0,0,0
2015-11-24,0.0729,8.029,0,1,0,1,1,348.094,75.6332,6.7,0.0095,0,120.9013,0.2178,0.1578,0.0832,0.0166,12.7711,18.5181,0.8256,1.6513,0.008,0.1856,172.4099,7.4307,0.0716,18.5181,0,0,0,0,0,0,0,0,0,0
2015-11-25,0.0698,7.9881,0,1,0,1,1,348.4423,75.646,6.7,0.0096,0,120.9013,0.2138,0.1544,0.0831,0.0166,12.7751,18.5238,0.835,1.6699,0.0081,0.1888,172.4634,7.5147,0.0728,18.5238,0,0,0,0,0,0,0,0,0,0
2015-11-26,0.0617,8.6549,0,1,0,1,1,342.8287,75.6589,6.7,0.0096,0,120.9013,0.2099,0.1509,0.0831,0.0166,12.779,18.5296,0.8443,1.6886,0.0082,0.192,172.517,7.5987,0.0741,18.5296,0,0,0,0,0,0,0,0,0,0
2015-11-27,0.0594,9.2573,0,1,0,1,1,337.8916,75.6717,6.7,0.0097,0,120.9013,0.2059,0.1475,0.083,0.0166,12.783,18.5353,0.8536,1.7073,0.0084,0.1952,172.5705,7.6827,0.0753,18.5353,0,0,0,0,0,0,0,0,0,0
2015-11-28,0.0552,9.838,0,1,0,1,1,333.2489,75.6846,6.7,0.0098,0,120.9013,0.2019,0.144,0.0829,0.0166,12.787,18.5411,0.863,1.7259,0.0085,0.1984,172.624,7.7667,0.0765,18.5411,0,0,0,0,0,0,0,0,0,0
2015-11-29,0.0519,10.5486,0,1,0,1,1,327.7178,75.6974,6.7,0.0099,0,120.9013,0.198,0.1406,0.0829,0.0166,12.7909,18.5468,0.8723,1.7446,0.0086,0.2016,172.6775,7.8507,0.0778,18.5468,0,0,0,0,0,0,0,0,0,0
2015-11-30,0.0581,9.3825,0,1,0,1,1,336.881,75.7102,6.7,0.01,0,120.9013,0.194,0.1371,0.0828,0.0166,12.7949,18.5526,0.8816,1.7633,0.0088,0.2048,172.7311,7.9347,0.079,18.5526,0,0,0,0,0,0,0,0,0,0
2015-12-01,0.0936,9.2139,0,1,0,1,1,338.2432,75.7231,6.7,0.0101,0,120.9013,0.1901,0.1336,0.0827,0.0165,12.7989,18.5583,0.891,1.7819,0.0089,0.208,172.7846,8.0187,0.0802,18.5583,0,0,0,0,0,0,0,0,0,0
2015-12-02,0.1007,9.9859,0,1,0,1,1,332.0837,75.7359,6.7,0.0102,0,120.9013,0.1861,0.1302,0.0827,0.0165,12.8028,18.5641,0.9003,1.8006,0.0091,0.2112,172.8381,8.1027,0.0815,18.5641,0,0,0,0,0,0,0,0,0,0
2015-12-03,0.0898,8.3468,0,1,0,1,1,345.4028,75.7488,6.7,0.0103,0,120.9013,0.1821,0.1267,0.0826,0.0165,12.8068,18.5698,0.9096,1.8193,0.0092,0.2144,172.8916,8.1867,0.0827,18.5698,0,0,0,0,0,0,0,0,0,0
2015-12-04,0.0863,7.6895,0,1,0,1,1,351.0082,75.7616,6.7,0.0104,0,120.9013,0.1782,0.1233,0.0825,0.0165,12.8108,18.5756,0.919,1.8379,0.0093,0.2176,172.9452,8.2707,0.0839,18.5756,0,0,0,0,0,0,0,0,0,0
2015-12-05,0.0841,7.6479,0,1,0,1,1,351.3687,75.7745,6.7,0.0105,0,120.9013,0.1742,0.1198,0.0825,0.0165,12.8147,18.5813,0.9283,1.8566,0.0095,0.2208,172.9987,8.3547,0.0852,18.5813,0,0,0,0,0,0,0,0,0,0
2015-12-06,0.0842,7.5713,0,1,0,1,1,352.0336,75.7873,6.7,0.0106,0,120.9013,0.1703,0.1164,0.0824,0.0165,12.8187,18.5871,0.9376,1.8753,0.0096,0.224,173.0522,8.4387,0.0864,18.5871,0,0,0,0,0,0,0,0,0,0
2015-12-07,0.0838,7.9198,0,1,0,1,1,349.0263,75.8002,6.7,0.0107,0,120.9013,0.1663,0.1129,0.0823,0.0165,12.8226,18.5928,0.947,1.8939,0.0097,0.2272,173.1057,8.5227,0.0876,18.5928,0,0,0,0,0,0,0,0,0,0
2015-12-08,0.0816,7.7354,0,1,0,1,1,350.6124,75.813,6.7,0.0106,0,120.9013,0.1663,0.1138,0.0823,0.0165,12.8266,18.5986,0.9467,1.8934,0.0098,0.2281,173.1593,8.5204,0.088,18.5986,0,0,0,0,0,0,0,0,0,0
2015-12-09,0.0791,7.8256,0,1,0,1,1,349.8352,75.8258,6.7,0.0105,0,120.9013,0.1663,0.1147,0.0822,0.0164,12.8306,18.6043,0.9464,1.8929,0.0098,0.2289,173.2128,8.518,0.0883,18.6043,0,0,0,0,0,0,0,0,0,0
2015-12-10,0.0783,8.2593,0,1,0,1,1,346.1403,75.8387,6.7,0.0103,0,120.9013,0.1663,0.1156,0.0821,0.0164,12.8345,18.6101,0.9462,1.8924,0.0099,0.2298,173.2663,8.5156,0.0887,18.6101,0,0,0,0,0,0,0,0,0,0
2015-12-11,0.0748,8.7473,0,1,0,1,1,342.0634,75.8515,6.7,0.0102,0,120.9013,0.1663,0.1165,0.082,0.0164,12.8385,18.6158,0.9459,1.8918,0.0099,0.2307,173.3199,8.5133,0.089,18.6158,0,0,0,0,0,0,0,0,0,0
